gene_symbol,RED,pvalue,p_adj,padj,APAreg,APAreg2,gene_label
KIAA1324L,0.466936178761237,0.00146683439528342,0.0891872143340208,1.46442001112325e-07,UP,distal,no
KIAA1456,-0.00833536693363302,0.918727954809564,0.973719401724364,0.978296953357518,NC,NC,no
KIAA1468,-0.0335807519467732,0.800541521141604,0.926467931605401,0.956679640706413,NC,NC,no
KIAA1549,0.118511011980405,0.344960399465698,0.672612089329733,0.641105078399755,NC,NC,no
KIAA1549L,-0.0352433144735796,0.676008842728821,0.874638906269849,0.925087831930168,NC,NC,no
KIAA1551,0.313128496402717,0.0745579495616248,0.375973717184421,0.148978520424842,NC,NC,no
KIAA1614,0.206909490864837,0.607442614778379,0.839588553590483,0.827773040042111,NC,NC,no
KIAA1671,0.239068181942697,0.100890582805853,0.422657115852411,0.591965979193348,NC,NC,no
KIAA1958,0.261356393494185,0.0417148195905508,0.301273697042867,0.185559071189126,NC,NC,no
KIAA2013,0.0503986434353534,0.621489029087091,0.846321858071357,0.904427282588242,NC,NC,no
KIAA2026,0.668922538034587,0.337503479967567,0.666447089066391,0.724013672046289,NC,NC,no
KIF11,-0.302296865202841,0.615300832556065,0.843049003801918,0.867695185168973,NC,NC,no
KIF13A,0.0272008837680979,0.920540600252366,0.974803531456804,0.99892564701566,NC,NC,no
KIF13B,0.0627046918912735,0.885672047021222,0.961157550618761,0.918911455446166,NC,NC,no
KIF14,0.992346283852228,0.124909767028937,0.460259342633118,0.405180108808544,NC,NC,no
KIF1A,0.024191921627808,0.815068740450028,0.933872366574946,0.955620617426179,NC,NC,no
KIF1B,-0.023471542444252,0.736960869348356,0.900982766817308,0.924101439797115,NC,NC,no
KIF1BP,0.268752593957443,0.330117370710474,0.662948291236878,0.633873810940504,NC,NC,no
KIF1C,0.492407016354477,0.0461216652059988,0.313902015354948,0.0400870908468597,UP,distal,no
KIF21A,-0.0523900563309532,0.303982733208922,0.640987400233694,0.729590592818468,NC,NC,no
KIF21B,0.0569467767029653,0.318563322323792,0.652695528821302,0.671667948858984,NC,NC,no
KIF26B,0.17891271218661,0.0232291531721306,0.244544651150884,0.220726025593698,NC,NC,no
KIF2C,-0.241713386256473,0.609579695463701,0.839920681128028,0.915813164842729,NC,NC,no
KIF3A,0.0618336109159663,0.841252029751785,0.943996278746903,0.989226158781072,NC,NC,no
KIF3B,0.028220347587278,0.543675138655398,0.800195529388233,0.849792587317448,NC,NC,no
KIF3C,0.132127770247144,0.0175637124248581,0.220723576962444,0.00557893352777143,UP,distal,no
KIF5A,0.0375030233283469,0.376830308912649,0.698363258866366,0.784973665768696,NC,NC,no
KIF5B,0.112115241465397,0.280075034713229,0.621944463910977,0.572345450236688,NC,NC,no
KIF5C,-0.180086119143824,0.0168165756220879,0.218215088429474,0.00160373609612541,DN,proximal,no
KIF6,1.49268243226821,0.0110382324468772,0.183202342036399,0.225703226561917,NC,NC,no
KIFAP3,-0.05477037333665,0.707545561775335,0.888755153997461,0.968487028585935,NC,NC,no
KIFC2,0.143124718335957,0.502254113043772,0.776139982640096,0.814430761473548,NC,NC,no
KIRREL1,0.438369419554961,0.0885656871221348,0.40095073051778,0.134453654784487,NC,NC,no
KIRREL3,0.775953782056093,0.162125701251413,0.503048466259554,0.560519139324685,NC,NC,no
KITLG,-0.08167180990523,0.600861770488751,0.837873473429441,0.753223698368809,NC,NC,no
KLC1,0.0874482893432302,0.793406916568467,0.92387726900123,0.968487028585935,NC,NC,no
KLC3,-1.11748614884243,0.0247121392062147,0.248348235852526,0.0159118086361626,DN,proximal,no
KLF10,0.48645773169653,0.366015417439767,0.688472449813483,0.606655599917568,NC,NC,no
KLF11,0.0929080118157799,0.318725207077945,0.652838419238866,0.727307773295567,NC,NC,no
KLF12,0.0259789649323664,0.453434577783646,0.749028674189119,0.837326875947718,NC,NC,no
KLF16,0.273932734257479,0.0437804366158961,0.307675031330735,0.392792410265707,NC,NC,no
KLF3,0.502933423995603,0.0491355151432677,0.322594115263123,0.269162849186692,NC,NC,no
KLF6,-0.0725115096658507,0.553460601261099,0.80684811603126,0.837326875947718,NC,NC,no
KLF7,-0.0580821826142033,0.348261243324592,0.674517396578331,0.644818431029909,NC,NC,no
KLF8,-0.0501418763177701,0.682508831006689,0.876360043492552,0.9353299969605,NC,NC,no
KLHDC10,-0.142300147301155,0.169188211542193,0.506434917996884,0.808513228859446,NC,NC,no
KLHDC2,0.45304672214298,0.163886016838737,0.504751152251513,0.461943878346825,NC,NC,no
KLHDC3,0.0254732360752017,0.728667761134509,0.897221252630865,0.947149829019766,NC,NC,no
KLHDC8A,-0.194487588341587,0.462891931306101,0.753062992721866,0.80588124145627,NC,NC,no
KLHL11,-0.12249065575505,0.485741213164032,0.766449841658991,0.780077969026172,NC,NC,no
KLHL12,0.145306653524852,0.380675286383057,0.701402638771371,0.780600428074264,NC,NC,no
KLHL13,0.632525504088673,0.0331864030869304,0.274464996337314,0.00545026660572546,UP,distal,no
KLHL15,0.442611796261867,0.453705383558794,0.749099602209076,0.666231658555545,NC,NC,no
KLHL18,0.523147705871607,0.0084019790586794,0.165142007313443,3.74020478190777e-12,UP,distal,no
KLHL2,0.132351051358567,0.335782764450855,0.665646160102223,0.742401197828658,NC,NC,no
KLHL20,-0.188999735615947,0.479528641968333,0.761250376057728,0.845525613812512,NC,NC,no
KLHL21,-0.320510846316936,0.11781198426014,0.449003716236198,0.496673048392048,NC,NC,no
KLHL24,0.001591985404581,0.969015474719981,0.989422474066504,0.999265843999233,NC,NC,no
KLHL26,0.0954882919782234,0.483464352435846,0.764756628043752,0.876715892544881,NC,NC,no
KLHL28,0.669539211156207,0.0659046264793384,0.355193279508674,0.0154737551192548,UP,distal,no
KLHL3,6.47186271134359e-05,0.999655408371843,0.999655408371843,0.986345195607451,NC,NC,no
KLHL31,0.829792422028434,0.048475809837407,0.320923114165635,0.184001062491479,NC,NC,no
KLHL36,0.00369758510695206,0.967116241385738,0.988491269034906,1,NC,NC,no
KLHL41,0.0362303408230641,0.930077224241257,0.976792633421941,0.991856502417989,NC,NC,no
KLHL42,0.561782384063152,0.161026384484367,0.503048466259554,0.270437337870955,NC,NC,no
KLHL5,0.58671313990001,0.0333533520169952,0.274777324465594,0.164596424897343,NC,NC,no
KLHL7,-0.0847524610884593,0.483292311929607,0.764655209919889,0.757065521335543,NC,NC,no
KLHL8,0.0436289174025362,0.700500866572832,0.886458458824262,0.928804014577484,NC,NC,no
KLHL9,0.0779272809282066,0.745284761632114,0.903858701842438,0.968403849618581,NC,NC,no
KLLN,0.624262252801697,0.26409748791638,0.607904711464443,0.67958785061092,NC,NC,no
KMT2A,0.0789967269543913,0.193992324270989,0.535424860716775,0.525109842872925,NC,NC,no
KMT2C,-0.00191272989385871,0.980020498989373,0.991400276230572,0.997805759658398,NC,NC,no
KMT2D,0.202201159688034,0.401046227480296,0.713229190369619,0.67833881875969,NC,NC,no
KMT5B,0.151199869801557,0.0367778238401691,0.285412940120954,0.145523547441012,NC,NC,no
KMT5C,0.0703572115978037,0.825558376335045,0.936715717816335,0.940519957138896,NC,NC,no
KNDC1,0.180407543120948,0.729812913188892,0.897926681844708,0.761783716847296,NC,NC,no
KNSTRN,0.170420252684133,0.401981162378898,0.713614767089574,0.697282177912121,NC,NC,no
KNTC1,0.95605375555187,0.0163419862116451,0.21441291168427,0.00060505256879291,UP,distal,no
KPNA1,0.307987514034542,0.231210735041525,0.574983523260514,0.204278848915157,NC,NC,no
KPNA3,0.0703618996942497,0.114974903863108,0.445135078617553,0.706991385364679,NC,NC,no
KPNA4,0.0620694318944601,0.720950587245862,0.895516691402243,0.844723257809109,NC,NC,no
KPNA6,0.0987047017215511,0.402134428052603,0.713633233438615,0.768244818257902,NC,NC,no
KPNB1,0.119246812510133,0.0457875722845951,0.312830231086168,0.155072830506417,NC,NC,no
KRAS,7.5170837782218e-05,0.99952478027101,0.999655408371843,0.994818067120812,NC,NC,no
KRBA1,0.963566778752684,0.000773465467277627,0.069862767966868,1.97937372695146e-05,UP,distal,no
KRT222,0.482827158177308,0.110430064655422,0.436587223357362,0.145228890415133,NC,NC,no
KSR1,0.0108752924280633,0.950348597275613,0.983485795210804,0.993516118674495,NC,NC,no
KSR2,-0.361434056365948,0.321949054830488,0.655085885546814,0.644818431029909,NC,NC,no
KTN1,-0.0159554039529364,0.966109183512082,0.988430839737633,0.987498055418003,NC,NC,no
KXD1,1.27327683599738,0.00608958227501872,0.148074761562716,0.0147519493792477,UP,distal,no
KY,0.0357677760667039,0.937872190807647,0.979568327085155,0.98396913205664,NC,NC,no
KYAT1,1.19787998061079,0.143865318426654,0.477864876255436,0.448254785865603,NC,NC,no
L1CAM,0.0599164331677057,0.442007057056075,0.74378741505387,0.756552173830579,NC,NC,no
L2HGDH,-0.0240839751873225,0.784616873480118,0.920365984868648,0.92401555295469,NC,NC,no
L3MBTL1,0.91173588606981,0.116681958645266,0.448314358460797,0.225933113834618,NC,NC,no
L3MBTL3,0.0722647764338327,0.68266131759561,0.876360043492552,0.970132905807445,NC,NC,no
LACTB,1.15285703795704,0.00822685237384516,0.165142007313443,1.04367202451977e-05,UP,distal,no
LACTB2,-0.182216754152067,0.249437358665153,0.592246543613474,0.898828784578257,NC,NC,no
LAMC1,0.309442155696799,0.417667583978963,0.726891386020867,0.809716392465026,NC,NC,no
LAMC2,-0.858913997972064,0.28758385871722,0.627318854375462,0.51456351441772,NC,NC,no
LAMP1,0.172120540409113,0.179409480893921,0.517232897601486,0.467198329571831,NC,NC,no
LAMTOR1,1.22339777244091,0.107991665737534,0.433369940821596,0.210992890233291,NC,NC,no
LAMTOR2,-0.14463628703499,0.735263993332904,0.90049185700322,0.918911455446166,NC,NC,no
LAMTOR3,0.25686287289078,0.198214303363651,0.53938498515631,0.417720787519581,NC,NC,no
LAMTOR5,0.338568307646283,0.160573540393923,0.502723611882875,0.329827492276608,NC,NC,no
LANCL1,-0.0254542495325338,0.776065572612683,0.915946123931511,0.977831948255978,NC,NC,no
LANCL2,0.159355815712767,0.0312572992078486,0.265855900225219,0.249218844751804,NC,NC,no
LAP3,-0.72628604207077,0.400499317191461,0.713229190369619,0.646503707418898,NC,NC,no
LAPTM4A,0.15641283536118,0.0470442909807494,0.315932513363611,0.310124517696999,NC,NC,no
LAPTM4B,0.0662566455122846,0.319382945176484,0.653379331864815,0.87236710024168,NC,NC,no
LARGE1,-0.28667281190719,0.613492924127294,0.841739065776338,0.90041754701823,NC,NC,no
LARP1,0.0898694740223398,0.0403590478329194,0.296622255079081,0.338439340163368,NC,NC,no
LARP4,-0.143151605713243,0.297165491952208,0.63282762563312,0.543345274196349,NC,NC,no
LARP4B,0.0837422553261407,0.322801014635782,0.655682296053497,0.696831208779314,NC,NC,no
LARP6,0.303917435483703,0.428168990367366,0.734025259610927,0.722679587905691,NC,NC,no
LARS,0.0949819696902297,0.61501167268271,0.842815802893037,0.849792587317448,NC,NC,no
LAS1L,1.27727603018679,0.0453404606153471,0.311280304979142,0.0114856902883304,UP,distal,no
LASP1,0.144340567540613,0.285619173089258,0.626117525166273,0.577725267279736,NC,NC,no
LATS1,0.225497734510313,0.0737363257083668,0.374495962468659,0.437374927327678,NC,NC,no
LATS2,0.0556574039571911,0.882689707609623,0.960531907744136,0.990307862324354,NC,NC,no
LBH,0.0108137542897464,0.797938452935873,0.9257570781302,0.938649820419537,NC,NC,no
LBR,0.231884831348002,0.435703238426498,0.739211432772947,0.709570632381328,NC,NC,no
LCA5,-0.0227227673683066,0.910660516340764,0.970667934146881,0.968403849618581,NC,NC,no
LCLAT1,0.207132816344816,0.752472560487151,0.907141073855958,0.911982174417677,NC,NC,no
LCMT1,-0.269091524564693,0.222589797013581,0.563231682800435,0.803645716429766,NC,NC,no
LCMT2,0.874768381641733,0.0592688846116043,0.343032417546389,0.00782780411193877,UP,distal,no
LCOR,0.13333811508878,0.398657672542982,0.712715016393396,0.648233876683885,NC,NC,no
LDAH,0.174227744776407,0.252657859512571,0.594562173790306,0.466096671229797,NC,NC,no
LDB1,-0.01559221051629,0.696122382515252,0.883335656382612,0.954611127197338,NC,NC,no
LDHA,0.114442673445239,0.539404937541112,0.798860671970196,0.812416367775701,NC,NC,no
LDHB,0.1417023045574,0.561658856909252,0.813502750309334,0.825435227485731,NC,NC,no
LDLR,0.24031707530628,0.0663488679951431,0.355193279508674,0.310675160819356,NC,NC,no
LDLRAD3,0.163631800571601,0.276147897627012,0.618942332863409,0.535175324288538,NC,NC,no
LDLRAD4,0.912126819872466,0.183587179334798,0.522565134695707,0.354841471069873,NC,NC,no
LDOC1,0.455109807916877,0.0673442670314828,0.356869208614851,0.0121667715510145,UP,distal,no
LEAP2,-0.7680020622967,0.427838582329145,0.733955534092491,0.781314873252722,NC,NC,no
LEMD2,0.356377741545699,0.420281451340892,0.728683023447748,0.704939843350631,NC,NC,no
LEMD3,-0.100160109274051,0.359957776827173,0.683856845822536,0.76315822884346,NC,NC,no
LEPROT,0.295488864409206,0.0319603680447627,0.269053076706357,0.309562038336017,NC,NC,no
LETM1,-0.103131369666084,0.481744961313392,0.763571152327826,0.836918782989336,NC,NC,no
LGALS3BP,3.29012923172717,0.00248701594432374,0.10365004685608,5.32381953820309e-11,UP,distal,no
LGALS8,-0.294896719094612,0.283858699707722,0.623954655777768,0.586672151755699,NC,NC,no
LGALSL,0.300866327449698,0.0296382205020486,0.264134329883037,0.012203671568881,UP,distal,no
LGI3,0.365905438503214,0.17273296206988,0.510803252103837,0.645304678841583,NC,NC,no
LGR4,-0.0428331850734101,0.809014693961388,0.93155681890402,0.93811312978426,NC,NC,no
LHFPL1,-0.062217660461132,0.910325951167202,0.970610708466325,0.983220070656295,NC,NC,no
LHFPL2,0.0118702055492813,0.951580200499443,0.983485795210804,0.978296953357518,NC,NC,no
LHFPL4,0.0319731590647126,0.779702643921104,0.91840887203401,0.956526482628941,NC,NC,no
LHX4,1.67718349766864,0.00223419857062083,0.10365004685608,1.23741456938096e-40,UP,distal,no
LHX6,0.00444947175266697,0.991093486154131,0.996720702541095,0.946008963164999,NC,NC,no
LHX9,0.0512325915599534,0.664200887941138,0.869523889701213,0.884943106943045,NC,NC,no
LIFR,0.127994454797687,0.621751145552103,0.846321858071357,0.850470188245812,NC,NC,no
LIG1,2.05745057961228,0.0277896758091362,0.259675554955418,0.0157521291900204,UP,distal,no
LIMA1,0.0164129668623798,0.929199017501732,0.97669907562873,0.961597069030071,NC,NC,no
LIMCH1,-0.107963666134644,0.601117480689362,0.837873473429441,0.88819411148347,NC,NC,no
LIMD1,0.520647865280434,0.517911901702593,0.787849888712679,0.810018425767544,NC,NC,no
LIMK1,-0.0188820887995764,0.882713232367264,0.960531907744136,0.961717832569816,NC,NC,no
LIMK2,0.222854035739597,0.0556648063499411,0.334234103820455,0.12624736861598,NC,NC,no
LIMS1,0.0740931589513133,0.527203698472528,0.792810539221031,0.913994901349786,NC,NC,no
LIN28A,0.044046084128972,0.770642310184058,0.914572992906876,0.927175664200234,NC,NC,no
LIN28B,0.187058351143657,0.320434494822418,0.654466417751522,0.562656985431589,NC,NC,no
LIN54,-0.272857089590946,0.00550286969234732,0.144399376926966,0.256805976616832,NC,NC,no
LIN7A,-0.199936507303703,0.0750624529228634,0.377175516991835,0.159439638757168,NC,NC,no
LIN7C,-0.14085412253392,0.765027073945755,0.912494413957184,0.964117903424706,NC,NC,no
LIN9,0.23373087247002,0.543802531936059,0.800195529388233,0.820113705052655,NC,NC,no
LINGO1,0.000554231016973938,0.988901234308508,0.995419576281707,0.998374963666024,NC,NC,no
LIPA,0.335398208210424,0.174039228017375,0.5109500640047,0.506373706324829,NC,NC,no
LIPG,-0.528512782483126,0.217080783925992,0.558063455441132,0.500967221211434,NC,NC,no
LIPT2,0.274589638975747,0.597621225319707,0.836533009736874,0.860311616175254,NC,NC,no
LITAF,0.393575714425388,0.181467198679053,0.520313679741436,0.444477894872411,NC,NC,no
LIX1L,-0.710063166628273,0.305333547204964,0.641328424014687,0.658806136865705,NC,NC,no
LLPH,0.13015438595166,0.27057747223734,0.613723316216606,0.74853008663128,NC,NC,no
LMAN2,0.0363134892583306,0.863586347284804,0.953598741206181,0.956664677951151,NC,NC,no
LMAN2L,0.0240512818347181,0.877247122351076,0.958115594551777,0.935687338270487,NC,NC,no
LMBR1,-0.04802509908774,0.617197751750273,0.844552617319215,0.92401555295469,NC,NC,no
LMBR1L,0.428855595188983,0.134868058282982,0.46840618374557,0.416518048827092,NC,NC,no
LMBRD1,1.40076741518023,0.0183046576453774,0.223267768580104,0.102616986852424,UP,NC,no
LMBRD2,0.0292991594442067,0.65451222307223,0.864346523852143,0.933018813300044,NC,NC,no
LMF2,0.700570582248897,0.312926317725305,0.647246275788713,0.600192735866414,NC,NC,no
LMLN,0.075032039214196,0.448154013326165,0.746892081342494,0.885176637242182,NC,NC,no
LMNB1,0.33902241098129,0.0417895901897888,0.301496320083333,0.0942395442040176,UP,NC,no
LMO2,0.644108352268545,0.163689987173424,0.504751152251513,0.692342515577125,NC,NC,no
LMO3,0.29808840279562,0.0121043024008635,0.190488441089413,0.046306424524275,UP,distal,no
LMO4,0.624655733818193,0.00462266608363024,0.134074132950421,1.03487095268554e-09,UP,distal,no
LMTK2,-0.0345812687383678,0.802591141712945,0.927861458829801,0.953658424440311,NC,NC,no
LNPEP,0.187643741318244,0.345585340968367,0.673212026604587,0.788735689943686,NC,NC,no
LNPK,-0.0814952150006065,0.605025906560572,0.838876038701892,0.848415783396979,NC,NC,no
LOC100129484,0.28054830578638,0.306185178453392,0.642191234263554,0.620126559402349,NC,NC,no
LOC101928841,-0.185823016404994,0.582372506619148,0.827207139012963,0.866193704693403,NC,NC,no
LOC730098,1.47711516003794,0.0361972034380138,0.284005743475446,0.0101461176204844,UP,distal,no
LONP2,0.27357075181843,0.675251771834773,0.874617697157105,0.841110726084755,NC,NC,no
LONRF1,-0.007928810866355,0.953634692173929,0.984338839459832,0.988752824210526,NC,NC,no
LONRF2,0.00698849864010409,0.903712702743761,0.967191011924403,0.968089913101203,NC,NC,no
LOXL1,0.53157803416977,0.106469578397995,0.432284792521373,0.483768368032434,NC,NC,no
LPAR4,-0.0208665131915181,0.92100864079616,0.974803531456804,0.997070550898887,NC,NC,no
LPCAT1,0.0178850609735102,0.879361798430795,0.958897297875618,0.968766319302585,NC,NC,no
LPCAT2,0.372877691366337,0.448380194499037,0.746892081342494,0.755466812718261,NC,NC,no
LPCAT3,0.638639470528147,0.00612726597258412,0.148074761562716,9.94579724239892e-07,UP,distal,no
LPGAT1,-0.0883618754738765,0.683357563138334,0.876464217023007,0.857376665886094,NC,NC,no
LPIN1,-0.0379395938354913,0.933831752420094,0.977453675256628,0.993516118674495,NC,NC,no
LPL,0.903684300880631,0.141961596720492,0.475779523540533,0.505910313811674,NC,NC,no
LPP,-0.0773468009591634,0.793210122924521,0.92387726900123,0.952186207175661,NC,NC,no
LPXN,-0.322526174102541,0.678978056375606,0.875847703263425,0.836918782989336,NC,NC,no
LRBA,0.562389150609995,0.229449396561326,0.572411610787674,0.663728735214079,NC,NC,no
LRCH1,0.075530652498638,0.201344198292276,0.541278969634944,0.795878028968386,NC,NC,no
LRFN1,1.2463123333895,0.00353360501637227,0.118652092611363,3.42685943956462e-17,UP,distal,no
LRFN2,1.17995820373088,0.156596568741561,0.497480530110283,0.580067761443188,NC,NC,no
LRFN4,-0.569203879520766,0.260250267113602,0.602376067461572,0.431924366211206,NC,NC,no
LRIF1,0.618337812460583,0.60425254618125,0.838286526276514,0.882661562931012,NC,NC,no
LRIG2,0.25916340005057,0.0368869829861687,0.285622157876509,0.0413270834938174,UP,distal,no
LRIG3,0.106500452497607,0.87823247829437,0.958305422565165,0.990307862324354,NC,NC,no
LRP1,0.314329010097526,0.00739960594676846,0.156525042731808,0.0432438231419407,UP,distal,no
LRP11,0.0883679817697807,0.673364082425116,0.873157614476544,0.902735436010006,NC,NC,no
LRP12,0.0484938179206469,0.643559831194558,0.857269519601971,0.933906457140678,NC,NC,no
LRP2BP,-0.820562781728437,0.049547166741658,0.323898072827517,0.178711203909314,NC,NC,no
LRP4,0.281501794549204,0.61040697437437,0.840733556267965,0.90147309278759,NC,NC,no
LRP6,-0.0111388121465297,0.912968756883742,0.972104545013723,0.968403849618581,NC,NC,no
LRP8,0.455906266895782,0.0306747758855945,0.264698899136774,0.0172554285906847,UP,distal,no
LRPAP1,0.029334665717919,0.920966260594899,0.974803531456804,0.968443124006921,NC,NC,no
LRPPRC,0.359164619348584,0.00333015968003736,0.113981552333646,7.81279953925113e-05,UP,distal,no
LRRC1,0.148988554521845,0.697713157079003,0.884310861879202,0.916191580418772,NC,NC,no
LRRC10B,0.0494799899987399,0.897196897261971,0.963999259149251,0.993551360425702,NC,NC,no
LRRC27,0.29092307290536,0.557646389801328,0.81019310847132,0.913994811205898,NC,NC,no
LRRC28,0.517349081909377,0.0957396678702806,0.411293976439451,0.156811242292201,NC,NC,no
LRRC3,0.0818962985500287,0.311328181625601,0.645843741021863,0.724605912645489,NC,NC,no
LRRC34,-0.205180067416455,0.724201350650032,0.896874484765544,0.891078440059482,NC,NC,no
LRRC39,0.171290143391247,0.445629590927726,0.746547596407252,0.786939314868806,NC,NC,no
LRRC4,0.160955103673287,0.300199569972097,0.636229121523276,0.590071831097201,NC,NC,no
LRRC40,0.153114845831827,0.0243707195492395,0.247888440188442,0.253765960247412,NC,NC,no
LRRC49,0.11727341122948,0.110938401253355,0.437151597819811,0.532029189936699,NC,NC,no
LRRC57,0.0128082906960844,0.942507183065387,0.980423343417746,0.989226158781072,NC,NC,no
LRRC58,0.135989138156362,0.349565570640708,0.675578851060943,0.642632474454675,NC,NC,no
LRRC61,2.21147728764401,0.00917322362896491,0.167938732328725,1.73583857644218e-09,UP,distal,no
LRRC73,-0.199820690138756,0.717862347218468,0.893679779961353,0.836918782989336,NC,NC,no
LRRC75A,-0.0646751455880299,0.40330887791348,0.714182304428144,0.788520208085451,NC,NC,no
LRRC8A,-0.00703345026682589,0.927640929977224,0.97657295525834,0.978367565853007,NC,NC,no
LRRC8B,0.33170629814958,0.107211270276944,0.433309669088505,0.370477933659687,NC,NC,no
LRRC8D,-0.0804084403690899,0.850163532598232,0.948120357068861,1,NC,NC,no
LRRFIP1,0.0249631655554496,0.789229177528387,0.922288660236508,0.961308287058376,NC,NC,no
LRRN1,0.33811645979328,0.0556749724293968,0.334234103820455,0.0814837555179553,UP,NC,no
LRRTM2,0.0282738211945732,0.909308424547021,0.970349752754552,0.983217524178824,NC,NC,no
LRRTM3,0.274727112952202,0.335818566120351,0.665646160102223,0.588565006029673,NC,NC,no
LRTOMT,0.0546350693605733,0.774355181659736,0.915147032870598,0.949788775843617,NC,NC,no
LSAMP,0.0454888710593235,0.172743061685362,0.510803252103837,0.703675784450509,NC,NC,no
LSM1,0.141294891739632,0.469884467909589,0.756957083144444,0.794475635622365,NC,NC,no
LSM11,0.176046629364142,0.578700315033324,0.82532281775138,0.696530703996283,NC,NC,no
LSM12,0.6601396627043,0.056420085679229,0.33619538018279,0.454555368137028,NC,NC,no
LSM14A,0.0938744385785033,0.748867397974594,0.905723030838169,0.904303963709575,NC,NC,no
LSM14B,-0.0293669172156154,0.84340879910386,0.945144522170448,0.960207355822044,NC,NC,no
LSM6,0.57003066968467,0.00529713574271577,0.144399376926966,0.00252070344596647,UP,distal,no
LSM7,0.449889167479737,0.101077869453282,0.422657115852411,0.336822235553509,NC,NC,no
LSM8,0.749570775184102,0.177791437450121,0.515639259711415,0.336201064217907,NC,NC,no
LTB4R,1.32855590299755,0.0195138893184057,0.230426509701508,0.194711216238905,NC,NC,no
LTBP1,0.902202130019015,0.0550783825753643,0.334101318961007,0.305141636916438,NC,NC,no
LTBP2,-0.30140367414247,0.392619988634164,0.709620566192105,0.629640107136299,NC,NC,no
LTBR,2.00745593767615,0.120497406072677,0.453880837673321,0.130354466693299,NC,NC,no
LTN1,-0.226814473667518,0.237408160616701,0.580630810441378,0.438282067566959,NC,NC,no
LUC7L,0.368257540573643,0.200378183572418,0.54108605373651,0.534029954675333,NC,NC,no
LUC7L3,0.65634683910039,0.00209582517485994,0.103296912259876,7.44693702728289e-14,UP,distal,no
LURAP1,-0.27705813878674,0.39118757469186,0.708492647369484,0.817511535201892,NC,NC,no
LURAP1L,1.1016686347092,0.0868241328773376,0.39687031060383,0.100682799201323,NC,NC,no
LY6E,0.212890931062796,0.552082943333516,0.806418962337757,0.78338755317227,NC,NC,no
LYNX1,0.521544131830657,0.373718822969745,0.695240146310684,0.636405910879395,NC,NC,no
LYPD1,0.5593404887377,0.0550677632175586,0.334101318961007,0.00460160814647746,UP,distal,no
LYPD6,-0.278043454418125,0.693511645100419,0.883040390962412,0.880570818415991,NC,NC,no
LYPLA1,0.0750916834328401,0.564071681814257,0.814861559583898,0.824057802378914,NC,NC,no
LYPLAL1,-0.730419320276857,0.0202726862101202,0.232038742808888,0.0422385100240957,DN,proximal,no
LYRM1,0.100916850238499,0.689746807564031,0.881308590007423,0.881106544508296,NC,NC,no
LYRM7,0.624927012818787,0.229161504405942,0.57228974721198,0.41964988412471,NC,NC,no
LYRM9,-0.51667446505884,0.0932925361081853,0.408515215282134,0.376685802406455,NC,NC,no
LYSMD1,0.740948012897347,0.0411050251904853,0.299926986070637,0.0226753917434113,UP,distal,no
LYSMD4,0.226058961149343,0.0824887946694863,0.389103269130033,0.187034202878808,NC,NC,no
LYST,0.179848603864183,0.230701507869305,0.574588456591296,0.555816358494249,NC,NC,no
LZTFL1,0.133086988690117,0.695816272634954,0.883335656382612,0.903825004259041,NC,NC,no
LZTS1,0.0454574359218644,0.403842060008094,0.714429893929503,0.825245712461882,NC,NC,no
M6PR,0.149062918683803,0.32580100632013,0.65876145256225,0.608828476711661,NC,NC,no
MAB21L1,0.24977554477328,0.160739016381506,0.502797320557603,0.685031228650728,NC,NC,no
MACF1,0.0603514120389228,0.0205232400907828,0.234150009731395,0.738698850864054,NC,NC,no
MACO1,0.0371915688678035,0.481982662284463,0.76368922506239,0.904303963709575,NC,NC,no
MACROD2,0.227944235414282,0.202656430105248,0.542843405404796,0.835200743817348,NC,NC,no
MAD2L1,-0.396536220497221,0.359883255286123,0.683856845822536,0.620922805850499,NC,NC,no
MAD2L1BP,-0.021740939645233,0.958374879887128,0.985449687692541,0.931650950107782,NC,NC,no
MAF1,0.181703781204181,0.329512000261592,0.662671734843423,0.719156629957541,NC,NC,no
MAFB,0.20497221544475,0.282321442636897,0.623712947016656,0.621106879894556,NC,NC,no
MAFG,-0.249441988525873,0.292509174204755,0.630875951062614,0.629535866703298,NC,NC,no
MAGED2,1.99814962859356,0.0251440180556698,0.251449011764493,0.000157506709828353,UP,distal,no
MAGEE1,-0.091991153847097,0.530996667673128,0.794105269677919,0.953414886037697,NC,NC,no
MAGEF1,-0.169614511913855,0.172186257659205,0.510434993939527,0.488461568142164,NC,NC,no
MAGI1,0.0402591903358174,0.827916673597601,0.937043082122364,0.968089913101203,NC,NC,no
MAGI2,0.0795410732581101,0.473271860080252,0.758471569943344,0.753995623428374,NC,NC,no
MAGOHB,0.37295348900479,0.232598281772424,0.575806717804901,0.761479175059646,NC,NC,no
MAGT1,0.874853945132461,0.0760874162678292,0.378983389524883,0.0931406391206352,UP,NC,no
MAIP1,0.542417930427217,0.287141082877793,0.627040038085098,0.609693172430384,NC,NC,no
MAK,0.322492018177459,0.419191326912987,0.727933958622185,0.916863000294637,NC,NC,no
MAL2,0.078214568539438,0.891071999800194,0.961945012735696,0.980452113821863,NC,NC,no
MALSU1,-0.0753479220741733,0.903053939357393,0.96696545300656,0.966840835249324,NC,NC,no
MALT1,0.127381350568221,0.454724907301209,0.749286756501573,0.813618427700853,NC,NC,no
