gene_symbol,RED,pvalue,p_adj,padj,APAreg
TRAF3,0.13252282390765,0.733163606930532,0.920472003969311,0.994215664534343,NC
TRAF3IP1,-0.0169892109011375,0.968858737921656,0.989876406837984,0.986492710019361,NC
TRAF4,0.0635920554408878,0.767461516189628,0.927778786776827,0.959081941626817,NC
TRAF6,-0.657599535424345,0.237350226108208,0.764926095486311,0.849949871647212,NC
TRAFD1,-0.153571285269869,0.352773757443361,0.806975832138708,0.900266464925389,NC
TRAK1,-0.00410208783353649,0.985067156367331,0.995136516814868,1,NC
TRAK2,0.44794218192717,0.165577213272816,0.738408351445407,0.850637297372888,NC
TRAM1,-0.447016276710835,0.331011477752714,0.795001584535477,0.863140235821325,NC
TRAM1L1,0.0297249446393311,0.955644004115729,0.988040903018722,0.986492710019361,NC
TRAM2,-0.203906065580341,0.541922225260443,0.861140016358199,0.993537561029161,NC
TRAPPC1,0.412764270842391,0.198277791080545,0.744696121475414,0.823050500574364,NC
TRAPPC11,0.163345571799701,0.357938415754844,0.806975832138708,0.899084043353262,NC
TRAPPC2L,0.334900912264782,0.558153053179236,0.865275429367869,0.898934980281883,NC
TRAPPC3,-0.250124225962354,0.275888658395595,0.776087007582496,0.867918022958535,NC
TRAPPC5,0.364267716668354,0.444830558669046,0.828691055132779,0.904066956541685,NC
TRAPPC8,0.00346138369622773,0.985042889129282,0.995136516814868,1,NC
TRERF1,-0.462991928839457,0.386659291663451,0.813013819018683,0.867918022958535,NC
TRIAP1,0.44381997453982,0.0906155744237394,0.727985387661265,0.720261299491652,NC
TRIB1,0.174707203889442,0.59439912743488,0.876772076645558,0.946243398540169,NC
TRIB2,0.123644722829502,0.469843668843005,0.838367257632377,0.918169100268986,NC
TRIM13,-0.104800831991363,0.78227337715545,0.934167900364778,0.966580979174531,NC
TRIM2,0.0578717178533755,0.882712212364919,0.966028047338289,0.966743328942053,NC
TRIM23,-0.730430286288891,0.0620793758465627,0.725842383062496,0.823050500574364,NC
TRIM24,-0.271339914002491,0.22324388182919,0.762601873299586,0.867918022958535,NC
TRIM25,0.204628026330322,0.675122163842569,0.90005013927108,0.984671843514158,NC
TRIM32,0.812429112993074,0.107133391193347,0.736878420150655,0.333364005099488,NC
TRIM33,-0.678628293207881,0.0666416748106719,0.725842383062496,0.635816121237929,NC
TRIM35,0.150862939918639,0.627155133275101,0.889049174640594,0.944528035703356,NC
TRIM36,0.144048360558242,0.518899354690041,0.85208849181309,0.92924971151495,NC
TRIM44,0.228786764430415,0.309246562907021,0.789393856272277,0.8839529998809,NC
TRIM62,0.192029431103188,0.403627940728252,0.815123612611279,0.921197618486415,NC
TRIM67,0.434040384330783,0.346148269494827,0.804454624563961,0.876193988368411,NC
TRIM8,0.349675896783741,0.268223582655797,0.773289891180735,0.867918022958535,NC
TRIO,-0.103118670814166,0.66702454841414,0.895569752258913,0.942726281983635,NC
TRIOBP,-0.0998895123430962,0.811233905217158,0.94379395950997,0.983581053119508,NC
