gene_id,Scramble-7d-1,Scramble-7d-2,Scramble-7d-3,TDP43KD-7d-1,TDP43KD-7d-2,TDP43KD-7d-3,gene_name
ENSG00000129197,4431.61968444806,4160.01649014992,3879.71404221537,3848.88938475397,3817.04272267857,4026.06514147238,RPAIN
ENSG00000129204,7.21511603425116,23.5810803702376,20.6340049813412,54.8583488088215,44.0421094769118,34.4779589420831,USP6
ENSG00000129214,2.18507230379405,5.14983953168832,10.8024612437218,0,4.60194395049944,1.11039467153415,SHBG
ENSG00000129219,305.538762100333,305.78474148183,355.187441715315,138.08094812109,414.722635145518,233.196209250981,PLD2
ENSG00000129221,0.970293067163713,1.43192438418512,0,0,7.05575867458419,0.826940524264117,AIPL1
ENSG00000129226,138.339946256471,95.6409022630587,83.369661796001,1127.24932932694,1133.29271128144,969.458602591402,CD68
ENSG00000129235,561.428254153235,551.601050368311,667.339920611865,619.876032163489,596.844601947857,693.066294614041,TXNDC17
ENSG00000129244,1614.24850869175,1541.33874823722,1526.35648103405,1320.22004014913,1505.27338603437,1337.70357830978,ATP1B2
ENSG00000129245,4716.45606253308,4711.1420489647,4576.41707049817,4707.75116751795,4571.54418288807,5038.47313565978,FXR2
ENSG00000129250,1763.97248514927,2429.54925832662,2048.85527332538,1706.75903702019,1438.4456160976,881.367030892239,KIF1C
ENSG00000129255,396.79654534983,377.688183687659,404.173920655568,287.358026456566,279.499108304158,227.228203673493,MPDU1
ENSG00000129292,4717.43598428528,4621.70978266665,4547.08010586024,5400.30352888861,4490.55310461616,4951.58734512501,PHF20L1
ENSG00000129295,204.21338317801,183.917222842596,168.347269345347,237.847594185212,275.816162181279,247.636289599446,LRRC6
ENSG00000129315,3529.09655750929,3834.0824565732,3539.89203477069,5513.35037211503,5466.92964900481,5354.57300952215,CCNT1
ENSG00000129317,1890.55030481686,2027.76989159005,2244.68154780637,3824.05622364784,3411.16829278759,3285.41657499371,PUS7L
ENSG00000129347,1479.1164928928,1601.17251056514,1647.64654974634,651.298430084302,658.063289322202,460.532721693672,KRI1
ENSG00000129351,23168.1845844824,20993.2635997473,22216.6487043899,24021.9371092881,23218.3509554516,21321.5224260366,ILF3
ENSG00000129353,2534.63687160862,2835.66483385829,2758.85012796611,5811.38528677281,4999.56900290163,4173.15982708651,SLC44A2
ENSG00000129354,29.0255181936501,39.8719218116122,30.8767608098841,3.33580076640802,4.1302915812051,0,AP1M2
ENSG00000129355,3520.13528336286,3649.93401842121,3634.73568264506,1564.2678718024,1547.90587889483,1573.17154337317,CDKN2D
ENSG00000129422,1425.3622004498,886.841587358563,1501.17695139731,134.020385743001,244.799719337807,354.834453256428,MTUS1
ENSG00000129437,3.69270420028052,7.25365175965609,14.9256438199914,60.0085937881956,37.767077277303,26.353048404046,KLK14
ENSG00000129451,26.7242822435855,7.76407628767677,32.9411363934655,4.93450895246898,1.73059833346525,6.90789742246639,KLK10
ENSG00000129460,1932.78910808124,2015.94374045842,2208.28272348516,2260.94844840734,2404.44176274544,2302.37197323739,NGDN
ENSG00000129467,5.17376929623129,15.1446149013581,29.2568538672653,15.6602091249512,15.9320034533423,17.3700217232054,ADCY4
ENSG00000129472,2753.42839968038,2416.42515039038,2437.72640845911,3626.19913553621,3795.32376296854,4187.17807639184,RAB2B
ENSG00000129473,1414.21396215542,1516.5053174785,1364.00989506662,637.578759467082,524.131430778944,435.972235311855,BCL2L2
ENSG00000129474,0.87706652174172,15.3268661371461,0,50.1149989064804,24.2340606466884,96.662186681908,AJUBA
ENSG00000129480,375.293580392551,336.368599370764,415.887915980979,594.449481106002,646.962269574985,692.112575661776,DTD2
ENSG00000129484,2928.62914554525,2651.58548048332,2849.304182435,2664.72708866779,2834.20020179367,2784.75992973659,PARP2
ENSG00000129493,885.747731955762,953.412313196728,1249.07091634527,1310.79672103357,1323.19083109865,1258.32415645812,HEATR5A
ENSG00000129514,0,3.4347419560189,3.92175500327732,1.90993862524761,0,0,FOXA1
ENSG00000129515,5043.64593560949,4957.43612891835,5012.3498795784,3123.42145987682,2812.34583472715,3303.17527521017,SNX6
ENSG00000129518,2459.4393266643,2527.13966258522,2476.55011438985,2108.68893178094,1762.53807109082,2205.82640768198,EAPP
ENSG00000129521,39.6847467712674,89.2267866005068,64.3126336798178,57.1971261263477,24.0182191132627,47.3598479733319,EGLN3
